"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"INT_187: Laufzeit ""RV-Ventil öffnen"" [100ms] (init: 10) / FD: Zwischendruck";"INT_187: Laufzeit ""RV-Ventil öffnen"" [100ms] (init: 10) / FD: Zwischendruck";""
"SK1_RPL / St 1: aktueller Druck [0.1 bar]";"SK1_RPL / St 1: aktueller Druck [0.1 bar]";""
"SK1_RPL / St 2: aktueller Druck [0.1 bar]";"SK1_RPL / St 2: aktueller Druck [0.1 bar]";""
"SK1_RPL / St 3: aktueller Druck [0.1 bar]";"SK1_RPL / St 3: aktueller Druck [0.1 bar]";""
"SK1_RPL / St 4: aktueller Druck [0.1 bar]";"SK1_RPL / St 4: aktueller Druck [0.1 bar]";""
"SK2_MPL / St 1: aktueller Druck [0.1 bar]";"SK2_MPL / St 1: aktueller Druck [0.1 bar]";""
"SK2_MPL / St 2: aktueller Druck [0.1 bar]";"SK2_MPL / St 2: aktueller Druck [0.1 bar]";""
"SK2_MPL / St 3: aktueller Druck [0.1 bar]";"SK2_MPL / St 3: aktueller Druck [0.1 bar]";""
"SK2_MPL / St 4: aktueller Druck [0.1 bar]";"SK2_MPL / St 4: aktueller Druck [0.1 bar]";""
"SK1_RPL / St 1: Entspannen läuft";"SK1_RPL / St 1: Entspannen läuft";""
"SK1_RPL / St 1: Druck=0";"SK1_RPL / St 1: Druck=0";""
"SK1_RPL / St 1: gespannt + Drucküberwachung aktiv";"SK1_RPL / St 1: gespannt + Drucküberwachung aktiv";""
"SK1_RPL / St 1: meldet NOTAUS";"SK1_RPL / St 1: meldet NOTAUS";""
"SK1_RPL / St 1: Drucksensor meldet Kabelbruch";"SK1_RPL / St 1: Drucksensor meldet Kabelbruch";""
"SK1_RPL / St 1: Druck beim Regeln nicht erreichbar";"SK1_RPL / St 1: Druck beim Regeln nicht erreichbar";""
"SK1_RPL / St 1:";"SK1_RPL / St 1:";""
"SK1_RPL / St 2: Entspannen läuft";"SK1_RPL / St 2: Entspannen läuft";""
"SK1_RPL / St 2: Druck=0";"SK1_RPL / St 2: Druck=0";""
"SK1_RPL / St 2: gespannt + Drucküberwachung aktiv";"SK1_RPL / St 2: gespannt + Drucküberwachung aktiv";""
"SK1_RPL / St 2: meldet NOTAUS";"SK1_RPL / St 2: meldet NOTAUS";""
"SK1_RPL / St 2: Drucksensor meldet Kabelbruch";"SK1_RPL / St 2: Drucksensor meldet Kabelbruch";""
"SK1_RPL / St 2: Druck beim Regeln nicht erreichbar";"SK1_RPL / St 2: Druck beim Regeln nicht erreichbar";""
"SK1_RPL / St 2:";"SK1_RPL / St 2:";""
"SK1_RPL / St 3: Entspannen läuft";"SK1_RPL / St 3: Entspannen läuft";""
"SK1_RPL / St 3: Druck=0";"SK1_RPL / St 3: Druck=0";""
"SK1_RPL / St 3: gespannt + Drucküberwachung aktiv";"SK1_RPL / St 3: gespannt + Drucküberwachung aktiv";""
"SK1_RPL / St 3: meldet NOTAUS";"SK1_RPL / St 3: meldet NOTAUS";""
"SK1_RPL / St 3: Drucksensor meldet Kabelbruch";"SK1_RPL / St 3: Drucksensor meldet Kabelbruch";""
"SK1_RPL / St 3: Druck beim Regeln nicht erreichbar";"SK1_RPL / St 3: Druck beim Regeln nicht erreichbar";""
"SK1_RPL / St 3:";"SK1_RPL / St 3:";""
"SK1_RPL / St 4: Entspannen läuft";"SK1_RPL / St 4: Entspannen läuft";""
"SK1_RPL / St 4: Druck=0";"SK1_RPL / St 4: Druck=0";""
"SK1_RPL / St 4: gespannt + Drucküberwachung aktiv";"SK1_RPL / St 4: gespannt + Drucküberwachung aktiv";""
"SK1_RPL / St 4: meldet NOTAUS";"SK1_RPL / St 4: meldet NOTAUS";""
"SK1_RPL / St 4: Drucksensor meldet Kabelbruch";"SK1_RPL / St 4: Drucksensor meldet Kabelbruch";""
"SK1_RPL / St 4: Druck beim Regeln nicht erreichbar";"SK1_RPL / St 4: Druck beim Regeln nicht erreichbar";""
"SK1_RPL / St 4:";"SK1_RPL / St 4:";""
"SK2_MPL / St 1: Entspannen läuft";"SK2_MPL / St 1: Entspannen läuft";""
"SK2_MPL / St 1: Druck=0";"SK2_MPL / St 1: Druck=0";""
"SK2_MPL / St 1: gespannt + Drucküberwachung aktiv";"SK2_MPL / St 1: gespannt + Drucküberwachung aktiv";""
"SK2_MPL / St 1: meldet NOTAUS";"SK2_MPL / St 1: meldet NOTAUS";""
"SK2_MPL / St 1: Drucksensor meldet Kabelbruch";"SK2_MPL / St 1: Drucksensor meldet Kabelbruch";""
"SK2_MPL / St 1: Druck beim Regeln nicht erreichbar";"SK2_MPL / St 1: Druck beim Regeln nicht erreichbar";""
"SK2_MPL / St 1:";"SK2_MPL / St 1:";""
"SK2_MPL / St 2: Entspannen läuft";"SK2_MPL / St 2: Entspannen läuft";""
"SK2_MPL / St 2: Druck=0";"SK2_MPL / St 2: Druck=0";""
"SK2_MPL / St 2: gespannt + Drucküberwachung aktiv";"SK2_MPL / St 2: gespannt + Drucküberwachung aktiv";""
"SK2_MPL / St 2: meldet NOTAUS";"SK2_MPL / St 2: meldet NOTAUS";""
"SK2_MPL / St 2: Drucksensor meldet Kabelbruch";"SK2_MPL / St 2: Drucksensor meldet Kabelbruch";""
"SK2_MPL / St 2: Druck beim Regeln nicht erreichbar";"SK2_MPL / St 2: Druck beim Regeln nicht erreichbar";""
"SK2_MPL / St 2:";"SK2_MPL / St 2:";""
"SK2_MPL / St 3: Entspannen läuft";"SK2_MPL / St 3: Entspannen läuft";""
"SK2_MPL / St 3: Druck=0";"SK2_MPL / St 3: Druck=0";""
"SK2_MPL / St 3: gespannt + Drucküberwachung aktiv";"SK2_MPL / St 3: gespannt + Drucküberwachung aktiv";""
"SK2_MPL / St 3: meldet NOTAUS";"SK2_MPL / St 3: meldet NOTAUS";""
"SK2_MPL / St 3: Drucksensor meldet Kabelbruch";"SK2_MPL / St 3: Drucksensor meldet Kabelbruch";""
"SK2_MPL / St 3: Druck beim Regeln nicht erreichbar";"SK2_MPL / St 3: Druck beim Regeln nicht erreichbar";""
"SK2_MPL / St 3:";"SK2_MPL / St 3:";""
"SK2_MPL / St 4: Entspannen läuft";"SK2_MPL / St 4: Entspannen läuft";""
"SK2_MPL / St 4: Druck=0";"SK2_MPL / St 4: Druck=0";""
"SK2_MPL / St 4: gespannt + Drucküberwachung aktiv";"SK2_MPL / St 4: gespannt + Drucküberwachung aktiv";""
"SK2_MPL / St 4: meldet NOTAUS";"SK2_MPL / St 4: meldet NOTAUS";""
"SK2_MPL / St 4: Drucksensor meldet Kabelbruch";"SK2_MPL / St 4: Drucksensor meldet Kabelbruch";""
"SK2_MPL / St 4: Druck beim Regeln nicht erreichbar";"SK2_MPL / St 4: Druck beim Regeln nicht erreichbar";""
"SK2_MPL / St 4:";"SK2_MPL / St 4:";""
"Diagnose: Anzeige HAWE-Software-Stand";"Diagnose: Anzeige HAWE-Software-Stand";""
"Diagnose: SK1_RPL TEACH IN läuft";"Diagnose: SK1_RPL TEACH IN läuft";""
"Diagnose: SK1_RPL TEACH IN NICHT erfolgreich";"Diagnose: SK1_RPL TEACH IN NICHT erfolgreich";""
"Diagnose: SK1_RPL PROP-Ventil Kabelbruch";"Diagnose: SK1_RPL PROP-Ventil Kabelbruch";""
"Diagnose: SK2_MPL TEACH IN läuft";"Diagnose: SK2_MPL TEACH IN läuft";""
"Diagnose: SK2_MPL TEACH IN NICHT erfolgreich";"Diagnose: SK2_MPL TEACH IN NICHT erfolgreich";""
"Diagnose: SK2_MPL PROP-Ventil Kabelbruch";"Diagnose: SK2_MPL PROP-Ventil Kabelbruch";""
"0142...0143: Signale von Roboter";"0142...0143: Signale von Roboter";""
"vonROB: Befehl St 1 spannen";"vonROB: Befehl St 1 spannen";""
"vonROB: Befehl St 1 entspannen";"vonROB: Befehl St 1 entspannen";""
"vonROB: Befehl St 2 spannen";"vonROB: Befehl St 2 spannen";""
"vonROB: Befehl St 2 entspannen";"vonROB: Befehl St 2 entspannen";""
"vonROB: Befehl Rüstplatz spuelen";"vonROB: Befehl Rüstplatz spuelen";""
"vonROB: Befehl Rüstplatz abblasen";"vonROB: Befehl Rüstplatz abblasen";""
"vonROB: Befehl Rüstplatztür öffnen";"vonROB: Befehl Rüstplatztür öffnen";""
"vonROB: Befehl Rüstplatztür schliessen";"vonROB: Befehl Rüstplatztür schliessen";""
"vonROB: Befehl PW-Freigabe (pos.Flanke)";"vonROB: Befehl PW-Freigabe (pos.Flanke)";""
"vonRPB: Befehl RP-Achse positionieren";"vonRPB: Befehl RP-Achse positionieren";""
"vonROB: Befehl St 3 spannen";"vonROB: Befehl St 3 spannen";""
"vonROB: Befehl St 3 entspannen";"vonROB: Befehl St 3 entspannen";""
"vonROB: Befehl St 4 spannen";"vonROB: Befehl St 4 spannen";""
"vonROB: Befehl St 4 entspannen";"vonROB: Befehl St 4 entspannen";""
"HM Positive Flanke vonRob Befehl spannen";"HM Positive Flanke vonRob Befehl spannen";""
"HM Positive Flanke vonRpb Befehl entspannen";"HM Positive Flanke vonRpb Befehl entspannen";""
"0144...0145: Signale an Roboter";"0144...0145: Signale an Roboter";""
"anROB: Meldung";"anROB: Meldung";""
"0146...0157: Temporäres Abbild für Datentausch";"0146...0157: Temporäres Abbild für Datentausch";""
"Konf: St 1 Druck-Vorgabe ";"Konf: St 1 Druck-Vorgabe ";""
"Konf: St 1 Entspannzeit [s]";"Konf: St 1 Entspannzeit [s]";""
"Konf: St 2 Druck-Vorgabe ";"Konf: St 2 Druck-Vorgabe ";""
"Konf: St 2 Entspannzeit [s]";"Konf: St 2 Entspannzeit [s]";""
"Konf: St 3 Druck-Vorgabe ";"Konf: St 3 Druck-Vorgabe ";""
"Konf: St 3 Entspannzeit [s]";"Konf: St 3 Entspannzeit [s]";""
"Konf: St 1 mit SpannHydraulik";"Konf: St 1 mit SpannHydraulik";""
"Konf: St 1 mit Kontrolle ""Spannen""";"Konf: St 1 mit Kontrolle ""Spannen""";""
"Konf: St 1 mit Kontrolle ""Entpannen""";"Konf: St 1 mit Kontrolle ""Entpannen""";""
"Konf: St 1 Spannstelle Freigabe";"Konf: St 1 Spannstelle Freigabe";""
"Konf: St 1 ";"Konf: St 1 ";""
"Konf: St 2 mit SpannHydraulik";"Konf: St 2 mit SpannHydraulik";""
"Konf: St 2 mit Kontrolle ""Spannen""";"Konf: St 2 mit Kontrolle ""Spannen""";""
"Konf: St 2 mit Kontrolle ""Entpannen""";"Konf: St 2 mit Kontrolle ""Entpannen""";""
"Konf: St 2 Spannstelle Freigabe";"Konf: St 2 Spannstelle Freigabe";""
"Konf: St 2 ";"Konf: St 2 ";""
"Konf: St 3 mit SpannHydraulik";"Konf: St 3 mit SpannHydraulik";""
"Konf: St 3 mit Kontrolle ""Spannen""";"Konf: St 3 mit Kontrolle ""Spannen""";""
"Konf: St 3 mit Kontrolle ""Entpannen""";"Konf: St 3 mit Kontrolle ""Entpannen""";""
"Konf: St 3 Spannstelle Freigabe";"Konf: St 3 Spannstelle Freigabe";""
"Konf: St 3 ";"Konf: St 3 ";""
"Konf: St 4 mit SpannHydraulik";"Konf: St 4 mit SpannHydraulik";""
"Konf: St 4 mit Kontrolle ""Spannen""";"Konf: St 4 mit Kontrolle ""Spannen""";""
"Konf: St 4 mit Kontrolle ""Entpannen""";"Konf: St 4 mit Kontrolle ""Entpannen""";""
"Konf: St 4 Spannstelle Freigabe";"Konf: St 4 Spannstelle Freigabe";""
"Konf: St 4 ";"Konf: St 4 ";""
"Konf: Vorrichtung: Schließen mit Federkraft - Lösen mit Druck";"Konf: Vorrichtung: Schließen mit Federkraft - Lösen mit Druck";""
"STATUS: St 1 ist gespannt iO.";"STATUS: St 1 ist gespannt iO.";""
"STATUS: St 1 ist entspannt iO.";"STATUS: St 1 ist entspannt iO.";""
"STATUS: St 2 ist gespannt iO.";"STATUS: St 2 ist gespannt iO.";""
"STATUS: St 2 ist entspannt iO.";"STATUS: St 2 ist entspannt iO.";""
"STATUS: St 3 ist gespannt iO.";"STATUS: St 3 ist gespannt iO.";""
"STATUS: St 3 ist entspannt iO.";"STATUS: St 3 ist entspannt iO.";""
"STATUS: St 4 ist gespannt iO.";"STATUS: St 4 ist gespannt iO.";""
"STATUS: St 4 ist entspannt iO.";"STATUS: St 4 ist entspannt iO.";""
"0158...0165: Spannhydraulik Istwerte";"0158...0165: Spannhydraulik Istwerte";""
"SpannKreis 1 Spannstelle 1";"SpannKreis 1 Spannstelle 1";""
"SpannKreis 1 Spannstelle 2";"SpannKreis 1 Spannstelle 2";""
"SpannKreis 1 Spannstelle 3";"SpannKreis 1 Spannstelle 3";""
"SpannKreis 1 Spannstelle 4";"SpannKreis 1 Spannstelle 4";""
"SpannKreis 2 Spannstelle 1";"SpannKreis 2 Spannstelle 1";""
"SpannKreis 2 Spannstelle 2";"SpannKreis 2 Spannstelle 2";""
"SpannKreis 2 Spannstelle 3";"SpannKreis 2 Spannstelle 3";""
"SpannKreis 2 Spannstelle 4";"SpannKreis 2 Spannstelle 4";""
"0166...0193: frei";"0166...0193: frei";""
"0194...0217: Datenbereich SpannHydraulik";"0194...0217: Datenbereich SpannHydraulik";""
"SK1_RPL TEACH IN aktivieren";"SK1_RPL TEACH IN aktivieren";""
"SK2_MPL TEACH IN aktivieren";"SK2_MPL TEACH IN aktivieren";""
"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 1 wurde geöffnet)";"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 1 wurde geöffnet)";""
"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 2 wurde geöffnet)";"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 2 wurde geöffnet)";""
"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 3 wurde geöffnet)";"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 3 wurde geöffnet)";""
"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 4 wurde geöffnet)";"kein OVR=0 aktivieren (Überwachung=AUS / Spannstelle 4 wurde geöffnet)";""
"HM PI Taste Spannstelle 1";"HM PI Taste Spannstelle 1";""
"HM PI Taste Spannstelle 2";"HM PI Taste Spannstelle 2";""
"HM PI Taste Spannstelle 3";"HM PI Taste Spannstelle 3";""
"HM PI Taste Spannstelle 4";"HM PI Taste Spannstelle 4";""
"Druck HOCHGEFAHREN nach PW in Maschine Stelle 1 fehlt";"Druck HOCHGEFAHREN nach PW in Maschine Stelle 1 fehlt";""
"Druck HOCHGEFAHREN nach PW in Maschine Stelle 2 fehlt";"Druck HOCHGEFAHREN nach PW in Maschine Stelle 2 fehlt";""
"Druck HOCHGEFAHREN nach PW in Maschine Stelle 3 fehlt";"Druck HOCHGEFAHREN nach PW in Maschine Stelle 3 fehlt";""
"Druck HOCHGEFAHREN nach PW in Maschine Stelle 4 fehlt";"Druck HOCHGEFAHREN nach PW in Maschine Stelle 4 fehlt";""
"Befehl Entspannen mit H31=-xx";"Befehl Entspannen mit H31=-xx";""
"Befehl Entspannen mit H32=-xx";"Befehl Entspannen mit H32=-xx";""
"Befehl Entspannen mit H33=-xx";"Befehl Entspannen mit H33=-xx";""
"Befehl Entspannen mit H34=-xx";"Befehl Entspannen mit H34=-xx";""
"HM PI RESET Rüstplatz Stelle 1 gespannt";"HM PI RESET Rüstplatz Stelle 1 gespannt";""
"HM PI RESET Rüstplatz Stelle 2 gespannt";"HM PI RESET Rüstplatz Stelle 2 gespannt";""
"HM PI RESET Rüstplatz Stelle 3 gespannt";"HM PI RESET Rüstplatz Stelle 3 gespannt";""
"HM PI RESET Rüstplatz Stelle 4 gespannt";"HM PI RESET Rüstplatz Stelle 4 gespannt";""
"HMI manuell SpannHydraulik Rüstplatz angewählt";"HMI manuell SpannHydraulik Rüstplatz angewählt";""
"HMI manuell SpannHydraulik Arbeitsraum angewählt";"HMI manuell SpannHydraulik Arbeitsraum angewählt";""
"HM PI alle aktiven Stellen am RP gespannt";"HM PI alle aktiven Stellen am RP gespannt";""
"HM PI Taste/Fußschalter Spannen";"HM PI Taste/Fußschalter Spannen";""
"HM PI alle aktiven Stellen am RP entspannt";"HM PI alle aktiven Stellen am RP entspannt";""
"HM PI Taste/Fußschalter Entspannen";"HM PI Taste/Fußschalter Entspannen";""
"Vorschub-Sperre SpannHydraulik";"Vorschub-Sperre SpannHydraulik";""
"PI PW-Daten wechseln";"PI PW-Daten wechseln";""
"HM PI PW-Freigabe auslösen";"HM PI PW-Freigabe auslösen";""
"HM PI Takt";"HM PI Takt";""
"Rüstplatz SpannStelle 1 ist aktiviert";"Rüstplatz SpannStelle 1 ist aktiviert";""
"Rüstplatz SpannStelle 2 ist aktiviert";"Rüstplatz SpannStelle 2 ist aktiviert";""
"Rüstplatz SpannStelle 3 ist aktiviert";"Rüstplatz SpannStelle 3 ist aktiviert";""
"Rüstplatz SpannStelle 4 ist aktiviert";"Rüstplatz SpannStelle 4 ist aktiviert";""
"FM: Lebenszeichen-Überwachung";"FM: Lebenszeichen-Überwachung";""
"HM NI HMI-Bild SpannHydraulik Arbeitsraum";"HM NI HMI-Bild SpannHydraulik Arbeitsraum";""
"SpannHydraulik Pumpe ist ein";"SpannHydraulik Pumpe ist ein";""
"HMI Manuelle SpannhHydraulik-Funktion mit PW3";"HMI Manuelle SpannhHydraulik-Funktion mit PW3";""
"Nach PW-Ablauf G01 vorzeitig zulassen";"Nach PW-Ablauf G01 vorzeitig zulassen";""
"HM PI Roboter Spannen";"HM PI Roboter Spannen";""
"HM PI Roboter Entspannen";"HM PI Roboter Entspannen";""
"RPL-Spannstelle 1 ist mit RPL-BDP-Taste aktiviert";"RPL-Spannstelle 1 ist mit RPL-BDP-Taste aktiviert";""
"RPL-Spannstelle 2 ist mit RPL-BDP-Taste aktiviert";"RPL-Spannstelle 2 ist mit RPL-BDP-Taste aktiviert";""
"RPL-Spannstelle 3 ist mit RPL-BDP-Taste aktiviert";"RPL-Spannstelle 3 ist mit RPL-BDP-Taste aktiviert";""
"RPL-Spannstelle 4 ist mit RPL-BDP-Taste aktiviert";"RPL-Spannstelle 4 ist mit RPL-BDP-Taste aktiviert";""
"SOLL-Druck-Vorgabe für Maschine Stelle 1";"SOLL-Druck-Vorgabe für Maschine Stelle 1";""
"SOLL-Druck-Vorgabe für Maschine Stelle 2";"SOLL-Druck-Vorgabe für Maschine Stelle 2";""
"SOLL-Druck-Vorgabe für Maschine Stelle 3";"SOLL-Druck-Vorgabe für Maschine Stelle 3";""
"SOLL-Druck-Vorgabe für Maschine Stelle 4";"SOLL-Druck-Vorgabe für Maschine Stelle 4";""
"HMI Druck-Vorgabe SK2 (Maschine) St_3";"HMI Druck-Vorgabe SK2 (Maschine) St_3";""
"HMI Druck-Vorgabe SK2 (Maschine) St_4";"HMI Druck-Vorgabe SK2 (Maschine) St_4";""
"HMI Zeile 0 (Vertikal-SK1) aktiviert";"HMI Zeile 0 (Vertikal-SK1) aktiviert";""
"HMI Zeile 1 (Vertikal-SK2) aktiviert";"HMI Zeile 1 (Vertikal-SK2) aktiviert";""
"HMI Zeile 2 (Vertikal-SK3) aktiviert";"HMI Zeile 2 (Vertikal-SK3) aktiviert";""
"HMI Zeile 3 (Vertikal-SK4) aktiviert";"HMI Zeile 3 (Vertikal-SK4) aktiviert";""
"HMI Zeile 4 (Vertikal-SK5) aktiviert";"HMI Zeile 4 (Vertikal-SK5) aktiviert";""
"HMI Zeile 5 (Vertikal-SK6) aktiviert";"HMI Zeile 5 (Vertikal-SK6) aktiviert";""
"HMI Zeile 6 (Vertikal-SK7) aktiviert";"HMI Zeile 6 (Vertikal-SK7) aktiviert";""
"HMI Zeile 7 (Vertikal-SK8) aktiviert";"HMI Zeile 7 (Vertikal-SK8) aktiviert";""
"Profibus Start-Adresse Eingänge von HAWE";"Profibus Start-Adresse Eingänge von HAWE";""
"Profibus Start-Adresse Ausgänge zu HAWE";"Profibus Start-Adresse Ausgänge zu HAWE";""
"0218...0229: Ausbaustufen-Kennungen";"0218...0229: Ausbaustufen-Kennungen";""
"ABST: DMC-HL-Reihe";"ABST: DMC-HL-Reihe";""
"ABST: IKZ-Durchflusswächter vorhanden (ersetzt durch HEX25_0)";"ABST: IKZ-Durchflusswächter vorhanden (ersetzt durch HEX25_0)";""
"ABST: SpannHydraulik HAWE-Box";"ABST: SpannHydraulik HAWE-Box";""
"ABST: automatische RüstPlatzTür";"ABST: automatische RüstPlatzTür";""
"ABST: Rüstplatz mit Achse";"ABST: Rüstplatz mit Achse";""
"ABST: SpannHydraulik bei offener RPT zulässig";"ABST: SpannHydraulik bei offener RPT zulässig";""
"ABST: SpannHydraulik mit Kuppeln/Entkuppeln im Maschinenraum";"ABST: SpannHydraulik mit Kuppeln/Entkuppeln im Maschinenraum";""
"ABST: SpannHydraulik nur am Rüstplatz";"ABST: SpannHydraulik nur am Rüstplatz";""
"ABST: SpannHydraulik vorbereitet (ohne HAWEbox und Aggregat)";"ABST: SpannHydraulik vorbereitet (ohne HAWEbox und Aggregat)";""
"ABST: SpannHydraulik externes Nullpunktspannsystem (SONDER-Abteilung)";"ABST: SpannHydraulik externes Nullpunktspannsystem (SONDER-Abteilung)";""
"ABST: SpannHydraulik OHNE_Kupplung_RPL/MPL OHNE Klemmung_RPL";"ABST: SpannHydraulik OHNE_Kupplung_RPL/MPL OHNE Klemmung_RPL";""
"ABST: SpannHydraulik für SA-MTU";"ABST: SpannHydraulik für SA-MTU";""
"ABST: SpannHydraulik ohne PROP-Ventil (alte SpH)";"ABST: SpannHydraulik ohne PROP-Ventil (alte SpH)";""
"ABST: SpannHydraulik für Maschinen OHNE PW (offene Tür zulässig)";"ABST: SpannHydraulik für Maschinen OHNE PW (offene Tür zulässig)";""
"ABST: SpannHydraulik für Maschinen OHNE PW (offene Tür NICHT zulässig)";"ABST: SpannHydraulik für Maschinen OHNE PW (offene Tür NICHT zulässig)";""
"ABST: SpannHydraulik für FD-Maschinen bei offener RP-Tuer";"ABST: SpannHydraulik für FD-Maschinen bei offener RP-Tuer";""
"ABST: DS-Software";"ABST: DS-Software";""
"ABST: FD-Spannhydraulik OHNE PROP-Ventiltechnik (MTU-Friedrichshafen)";"ABST: FD-Spannhydraulik OHNE PROP-Ventiltechnik (MTU-Friedrichshafen)";""
"0230...0239: Innere-Kühlmittel-Zufuhr-Zeiten";"0230...0239: Innere-Kühlmittel-Zufuhr-Zeiten";""
"Wartezeit auf Durchfluss (initial: 5s)";"Wartezeit auf Durchfluss (initial: 5s)";""
"Entprellzeit ""Durchfluss ok"" (initial: 10 * 100ms)";"Entprellzeit ""Durchfluss ok"" (initial: 10 * 100ms)";""
"Wartezeit für ""kein Durchfluss"" (initial: 20s)";"Wartezeit für ""kein Durchfluss"" (initial: 20s)";""
"max.IKZ-Einbruchzeit während G1";"max.IKZ-Einbruchzeit während G1";""
"0240...0249: CS/DS-Software-Bereich";"0240...0249: CS/DS-Software-Bereich";""
"Anforderung Rüstplatztür entriegeln";"Anforderung Rüstplatztür entriegeln";""
"HM PI SpH-Aggregat einschalten";"HM PI SpH-Aggregat einschalten";""
"0250...0285: ProfiBus an Hawe (alt)";"0250...0285: ProfiBus an Hawe (alt)";""
"0286...0311: ProfiBus von Hawe (alt)";"0286...0311: ProfiBus von Hawe (alt)";""
"0312...0349: Allgemeiner Bereich";"0312...0349: Allgemeiner Bereich";""
"HM NullPunktVerschiebung aktivieren bei Antriebe ein";"HM NullPunktVerschiebung aktivieren bei Antriebe ein";""
"Vorschub-Schalter-Stellung ist auf 100%";"Vorschub-Schalter-Stellung ist auf 100%";""
"0350...0353: Rundspeicher";"0350...0353: Rundspeicher";""
"Befehl von RS: Ankuppeln";"Befehl von RS: Ankuppeln";""
"Befehl von RS: Abkuppeln";"Befehl von RS: Abkuppeln";""
"0354...0359: A-Achse";"0354...0359: A-Achse";""
"ABST: A1/A2-Achsen";"ABST: A1/A2-Achsen";""
"A1-Achse auf Rüstplatz";"A1-Achse auf Rüstplatz";""
"RP-Achse Freigabe zum Drehen (keine A-Achse)";"RP-Achse Freigabe zum Drehen (keine A-Achse)";""
"B-Achse Freigabe zum Drehen wegen A-Achse";"B-Achse Freigabe zum Drehen wegen A-Achse";""
"Z-Achse Freigabe ganzer Fahrbereich";"Z-Achse Freigabe ganzer Fahrbereich";""
"Z-Achse im Bereich ""B-Achse zum Drehen freigegeben""";"Z-Achse im Bereich ""B-Achse zum Drehen freigegeben""";""
"A-Achse auf Palette 1 mit Luente ";"A-Achse auf Palette 1 mit Luente ";""
"A Achse auf Palette 1 mit Pinole";"A Achse auf Palette 1 mit Pinole";""
"A-Achse auf Palette 2 mit Luente ";"A-Achse auf Palette 2 mit Luente ";""
"A Achse auf Palette 2 mit Pinole";"A Achse auf Palette 2 mit Pinole";""
"A Achse 1 hat Spannfutter pneumatisch";"A Achse 1 hat Spannfutter pneumatisch";""
"A Achse 2 hat Spannfutter pneumatisch";"A Achse 2 hat Spannfutter pneumatisch";""
"Vorrichtung oeffnen nach Palettenwechsel";"Vorrichtung oeffnen nach Palettenwechsel";""
"Spannen mit Taste Palettenwechselfreigabe";"Spannen mit Taste Palettenwechselfreigabe";""
"0360...00369: Spannhydraulik Maschinen OHNE Palettenwechsler";"0360...00369: Spannhydraulik Maschinen OHNE Palettenwechsler";""
"SpH-Betriebsart: Anwahl RÜSTEN";"SpH-Betriebsart: Anwahl RÜSTEN";""
"SpH-Betriebsart: Anwahl Maschinen-Funktionen";"SpH-Betriebsart: Anwahl Maschinen-Funktionen";""
"Befehl Rüstplatz Funktion Druck auf Leitung A";"Befehl Rüstplatz Funktion Druck auf Leitung A";""
"Befehl Rüstplatz Funktion Druck auf Leitung B";"Befehl Rüstplatz Funktion Druck auf Leitung B";""
"SpH-Betriebsart: RÜSTEN ist aktiv";"SpH-Betriebsart: RÜSTEN ist aktiv";""
"SpH-Betriebsart: Maschinen-Funktionen sind aktiv";"SpH-Betriebsart: Maschinen-Funktionen sind aktiv";""
"0370...0399: Spannhydraulik mit FD-Technik";"0370...0399: Spannhydraulik mit FD-Technik";""
"Rüstplatz Istdruck";"Rüstplatz Istdruck";""
"Maschinenplatz Istdruck";"Maschinenplatz Istdruck";""
"alte Vorgabe Maschinenraum";"alte Vorgabe Maschinenraum";""
"Merker Rüstplatz Spannen remanent";"Merker Rüstplatz Spannen remanent";""
"HM PI PW in GRST";"HM PI PW in GRST";""
"Impuls Spannhydraulik Taster Maschine entladen";"Impuls Spannhydraulik Taster Maschine entladen";""
"Spannfutter Schmieren erforderlich";"Spannfutter Schmieren erforderlich";""
"Impuls Spannhydraulik PW in GRST und nicht aktiv";"Impuls Spannhydraulik PW in GRST und nicht aktiv";""
"Impuls Spannhydraulik Befehl spannen";"Impuls Spannhydraulik Befehl spannen";""
"Merker M84 quittieren";"Merker M84 quittieren";""
"MPL Funktion Spannen anstoßen wenn erlaubt";"MPL Funktion Spannen anstoßen wenn erlaubt";""
"PLC_MPL: Istdruck als BYTE";"PLC_MPL: Istdruck als BYTE";""
"RPL mit Spann-Element Vorrichtung";"RPL mit Spann-Element Vorrichtung";""
"RPL mit Spann-Element Spannfutter";"RPL mit Spann-Element Spannfutter";""
"MPL mit Spann-Element Vorrichtung";"MPL mit Spann-Element Vorrichtung";""
"MPL mit Spann-Element Spannfutter";"MPL mit Spann-Element Spannfutter";""
"M63 aktiv: keine Palette in Maschinenraum eingewechselt";"M63 aktiv: keine Palette in Maschinenraum eingewechselt";""
"HM NI PW in Grundstellung";"HM NI PW in Grundstellung";""
"FD-Spannfutter: Laufzeit Druck-Aufbau [init: 30s]";"FD-Spannfutter: Laufzeit Druck-Aufbau [init: 30s]";""
