"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"Schritt 9 Spannhydraulik";"Schritt 9 Spannhydraulik";""
"Schritt 11 Schrittkette Ende";"Schritt 11 Schrittkette Ende";""
" RS5";" RS5";""
"      UN    ""I_PS_DREHST_PAL_VORH""";"      UN    ""I_PS_DREHST_PAL_VORH""";""
" nur bei RS5";" nur bei RS5";""
" Drehstation Achse Jog";" Drehstation Achse Jog";""
" Transport Achse Jog";" Transport Achse Jog";""
" nur wenn SKR Aktiv";" nur wenn SKR Aktiv";""
" Hub Bewegung";" Hub Bewegung";""
"Drehstation Eintrag 0 bei ungültiger Speicherplatzvorwahl";"Drehstation Eintrag 0 bei ungültiger Speicherplatzvorwahl";""
" Drehstation Speicherplatzvorwahl";" Drehstation Speicherplatzvorwahl";""
" Drehstation Bewegung";" Drehstation Bewegung";""
"Drehstation am vorgewählten Speicherplatz";"Drehstation am vorgewählten Speicherplatz";""
"Fahrbefehl Drehachse aktiv";"Fahrbefehl Drehachse aktiv";""
"Drehstation fährt zur Speicherpositionen";"Drehstation fährt zur Speicherpositionen";""
"Drehstation Speicherpositionen Freigabe";"Drehstation Speicherpositionen Freigabe";""
"Anzeige für Drehstation Speicherpositionen";"Anzeige für Drehstation Speicherpositionen";""
" Freigabe Modul";" Freigabe Modul";""
" nicht vorhanden => Ende";" nicht vorhanden => Ende";""
" Ueberwachung Endlagen beide 1-Signal                                                       ";" Ueberwachung Endlagen beide 1-Signal                                                       ";""
"Schwenkkopfüberwachung";"Schwenkkopfüberwachung";""
" Schwenkeinheit beide";" Schwenkeinheit beide";""
" Endlagen 1-Signal";" Endlagen 1-Signal";""
" SK Stellung ";" SK Stellung ";""
" undefiniert";" undefiniert";""
"  #E_PW_Aktiv";"  #E_PW_Aktiv";""
" Endlagen 0-Signal";" Endlagen 0-Signal";""
" Hub-Einheit ";" Hub-Einheit ";""
" M260-253";" M260-253";""
" Zeit starten abhängig ob eine Bewegung gestartet wird";" Zeit starten abhängig ob eine Bewegung gestartet wird";""
" Schritt 0 ?";" Schritt 0 ?";""
" Nein => Schrtitt 1";" Nein => Schrtitt 1";""
" -----------------------------------------------------------------------------";" -----------------------------------------------------------------------------";""
" Schritt 1 ?";" Schritt 1 ?";""
" Nein => Schrtitt 2";" Nein => Schrtitt 2";""
" Schritt 2 ?";" Schritt 2 ?";""
" Nein => Schrtitt 3";" Nein => Schrtitt 3";""
"      =     ""DB_FehlerMeldung_DB102"".Spi_VS_Halt._700152_WZW_Nicht_Erlaub";"      =     ""DB_FehlerMeldung_DB102"".Spi_VS_Halt._700152_WZW_Nicht_Erlaub";""
" Schritt 3 ?";" Schritt 3 ?";""
" Nein => zum Ende";" Nein => zum Ende";""
" SK nicht angewaehlt oder";" SK nicht angewaehlt oder";""
" Modul nicht angewaehlt";" Modul nicht angewaehlt";""
" Uebergabe SK angewaehlt";" Uebergabe SK angewaehlt";""
" wenn nicht ans Ende und Ausgänge rücksetzen";" wenn nicht ans Ende und Ausgänge rücksetzen";""
" sja 24.08.01";" sja 24.08.01";""
" wenn manueller Schwenkkopf -> Überwachung des Eingangs Vertikal an DB_SIEM_NCK-Programm";" wenn manueller Schwenkkopf -> Überwachung des Eingangs Vertikal an DB_SIEM_NCK-Programm";""
" manueller Schwenkkopf";" manueller Schwenkkopf";""
" und Stellung Vertikal";" und Stellung Vertikal";""
" Kopf Vertikal";" Kopf Vertikal";""
" Klemmung geklemmt";" Klemmung geklemmt";""
" Stellung Vertikal setzen";" Stellung Vertikal setzen";""
" Kopf Horizontal";" Kopf Horizontal";""
" Stellung Horizontal setzen";" Stellung Horizontal setzen";""
" Beide Nocken 0-Signal";" Beide Nocken 0-Signal";""
" und Nocken Aktiv";" und Nocken Aktiv";""
" B-Achse angewählt";" B-Achse angewählt";""
" an DB_SIEM_NCK Übergeben";" an DB_SIEM_NCK Übergeben";""
" A-Achse angewählt";" A-Achse angewählt";""
" Klemmung Auf";" Klemmung Auf";""
" SKR Klemmung Auf";" SKR Klemmung Auf";""
"      U     ""M_pos_Trigg_SKR_Taste""";"      U     ""M_pos_Trigg_SKR_Taste""";""
" Klemmung Zu";" Klemmung Zu";""
" oder SKR Klemmung schliessen";" oder SKR Klemmung schliessen";""
" SKR  Kopf Vertikal";" SKR  Kopf Vertikal";""
"      U     ""DB_EINRICHTFUNKTION"".Bewegung_20_Plus    // SKR und die Endlage nicht";"      U     ""DB_EINRICHTFUNKTION"".Bewegung_20_Plus    // SKR und die Endlage nicht";""
"U     ""M_neg_Trigg_SKR_Taste""     // erreicht =>Ausgang ruecksetzen";"U     ""M_neg_Trigg_SKR_Taste""     // erreicht =>Ausgang ruecksetzen";""
"      U     ""DB_EINRICHTFUNKTION"".Bewegung_20_Minus    // SKR und die Endlage nicht";"      U     ""DB_EINRICHTFUNKTION"".Bewegung_20_Minus    // SKR und die Endlage nicht";""
"U    L ""M_neg_Trigg_SKR_Taste""     // erreicht =>Ausgang ruecksetzen";"U    L ""M_neg_Trigg_SKR_Taste""     // erreicht =>Ausgang ruecksetzen";""
" Status oder";" Status oder";""
" Fehlerunterbrechung ";" Fehlerunterbrechung ";""
" dann zum Ende";" dann zum Ende";""
" Startueberpruefung wenn M53/54 aktiv wird";" Startueberpruefung wenn M53/54 aktiv wird";""
" Startueberpruefung gemacht ";" Startueberpruefung gemacht ";""
" weiter";" weiter";""
" SFK Freigabe 1-Signal";" SFK Freigabe 1-Signal";""
"    U     ""M_SK_Fahrbereich_gesamt""   // und gesamter Fahrbereich";"    U     ""M_SK_Fahrbereich_gesamt""   // und gesamter Fahrbereich";""
" und keine Sonder BA's";" und keine Sonder BA's";""
" und es steht auch keine Messung von WZB an";" und es steht auch keine Messung von WZB an";""
" Alle Bedingungen ok Startsignal an DB_SIEM_NCK ";" Alle Bedingungen ok Startsignal an DB_SIEM_NCK ";""
" Schwenkkopf B-Achse";" Schwenkkopf B-Achse";""
" Ausgänge nicht auswerten";" Ausgänge nicht auswerten";""
" -- Schritt 0 ----------------------------------------------------------------";" -- Schritt 0 ----------------------------------------------------------------";""
" -- Schritt 1 ----------------------------------------------------------------";" -- Schritt 1 ----------------------------------------------------------------";""
" -- Schritt 2 ----------------------------------------------------------------";" -- Schritt 2 ----------------------------------------------------------------";""
" letzte Endlage";" letzte Endlage";""
" ansteuern";" ansteuern";""
" dann weiter zu Step 3";" dann weiter zu Step 3";""
" -- Schritt 3 ----------------------------------------------------------------";" -- Schritt 3 ----------------------------------------------------------------";""
" Nein => Schrtitt 4";" Nein => Schrtitt 4";""
" dann weiter zu Step 4";" dann weiter zu Step 4";""
" -- Schritt 4 ----------------------------------------------------------------";" -- Schritt 4 ----------------------------------------------------------------";""
" Schritt 4 ?";" Schritt 4 ?";""
" Nein => Ende";" Nein => Ende";""
" -- Schritt 5 ----------------------------------------------------------------";" -- Schritt 5 ----------------------------------------------------------------";""
" Schritt 5 ?";" Schritt 5 ?";""
" Nein => Schrtitt 6";" Nein => Schrtitt 6";""
" -- Schritt 6 ----------------------------------------------------------------";" -- Schritt 6 ----------------------------------------------------------------";""
" Schritt 6 ?";" Schritt 6 ?";""
"   bei Abwahl von Spindel alle Fehler ablöschen ";"   bei Abwahl von Spindel alle Fehler ablöschen ";""
" prog. Drehzahl für BA nicht zulässig";" prog. Drehzahl für BA nicht zulässig";""
" Leitungsueberwachung: Spindelreglerfreigabe";" Leitungsueberwachung: Spindelreglerfreigabe";""
" wenn Tür geschlossen";" wenn Tür geschlossen";""
" keine n-Ueberwachung der Betriebsarten ";" keine n-Ueberwachung der Betriebsarten ";""
" --- Einrichtbetrieb  2te Betriebsart";" --- Einrichtbetrieb  2te Betriebsart";""
" --- 3te Betriebsart";" --- 3te Betriebsart";""
" --- 4te Betriebsart";" --- 4te Betriebsart";""
" --- ist die angewählte Spindledrehzahl grösser als erlaubt, so wird Fehler gesetzt.   ";" --- ist die angewählte Spindledrehzahl grösser als erlaubt, so wird Fehler gesetzt.   ";""
" Kein Spindel Vorschub Halt";" Kein Spindel Vorschub Halt";""
" Kein Vorschub Halt";" Kein Vorschub Halt";""
" Start von der Spindel";" Start von der Spindel";""
" oder nach Spindel Orientieren";" oder nach Spindel Orientieren";""
"""MX_Spdl_Message_94x7""";"""MX_Spdl_Message_94x7""";""
" ""Spindel"".E_PosBetr";" ""Spindel"".E_PosBetr";""
" ""Spindel"".E_GetrUmschalt ";" ""Spindel"".E_GetrUmschalt ";""
" ""Spindel"".E_PendBetr";" ""Spindel"".E_PendBetr";""
" Keine Aktiven M-Funktionen";" Keine Aktiven M-Funktionen";""
"Freischneiden Spindel";"Freischneiden Spindel";""
" Simulation aktiv";" Simulation aktiv";""
" und kein Programm Test";" und kein Programm Test";""
" Satzsuchlauf aktiv";" Satzsuchlauf aktiv";""
" DZ Begrenzung";" DZ Begrenzung";""
" wenn keine D-Nr oder Radius gleich null, dann ";" wenn keine D-Nr oder Radius gleich null, dann ";""
" Radius gleich null";" Radius gleich null";""
" oder ";" oder ";""
" D-Nr gleich null";" D-Nr gleich null";""
" dann Drehzahlbegrenzung ";" dann Drehzahlbegrenzung ";""
" sonst lese Radius aus ";" sonst lese Radius aus ";""
" mm/Inch";" mm/Inch";""
"-- bei Radius=0 oder D=0 Drehzahlbegrenzung durch Konstante ";"-- bei Radius=0 oder D=0 Drehzahlbegrenzung durch Konstante ";""
" Istdrehzahl";" Istdrehzahl";""
" schreibe Wurzel in Akku1";" schreibe Wurzel in Akku1";""
" erlaubte Drehzahl";" erlaubte Drehzahl";""
" erlaubte Drehzahl < Istdrehzahl";" erlaubte Drehzahl < Istdrehzahl";""
"Überwachung abgeschaltet";"Überwachung abgeschaltet";""
"Keine Drehzahl erlaubt";"Keine Drehzahl erlaubt";""
" T-Nummer";" T-Nummer";""
" $TC_DPC25";" $TC_DPC25";""
" $TC_TPC1";" $TC_TPC1";""
" $SD_TC_DPC1";" $SD_TC_DPC1";""
" $TC_DPC25 (1.Schneide)";" $TC_DPC25 (1.Schneide)";""
" $SD_TC_DPC1 (Länge WZ_Bruchkontrolle)";" $SD_TC_DPC1 (Länge WZ_Bruchkontrolle)";""
" ---- Kenung WZ-Bruchkennung lesen --------------------------------";" ---- Kenung WZ-Bruchkennung lesen --------------------------------";""
" Lesen beendet ";" Lesen beendet ";""
" Lesen beendet mit Fehler";" Lesen beendet mit Fehler";""
" Anstoß lesen löschen";" Anstoß lesen löschen";""
" Bit 1 abfragen";" Bit 1 abfragen";""
"--------- T-Nr lesen des Wz im Zwischenspeicher";"--------- T-Nr lesen des Wz im Zwischenspeicher";""
" Zwischenspeicher";" Zwischenspeicher";""
" Platz 1 --> (PlatzNr.-1) * 8 + Parameter-Nr.";" Platz 1 --> (PlatzNr.-1) * 8 + Parameter-Nr.";""
" Zeile Addr1  = T-Nr. Zeilenindex 3";" Zeile Addr1  = T-Nr. Zeilenindex 3";""
"---- Toolstate lesen";"---- Toolstate lesen";""
" logische T-Nr. = Zeilenadresse";" logische T-Nr. = Zeilenadresse";""
" Toolstate schreiben";" Toolstate schreiben";""
"***************************";"***************************";""
"---- Fertig Werkzeug sperren    ";"---- Fertig Werkzeug sperren    ";""
"neues WP";"neues WP";""
"WP fertig";"WP fertig";""
"WP abgebrochen";"WP abgebrochen";""
"Umschaltung Minimalmengenschmierung M8";"Umschaltung Minimalmengenschmierung M8";""
"=     A     75.3";"=     A     75.3";""
"Umschaltung Minimalmengenschmierung M7";"Umschaltung Minimalmengenschmierung M7";""
" =     A     75.2";" =     A     75.2";""
"     UN    ""I_WZ_MIN_SCH_Fuell_OK""";"     UN    ""I_WZ_MIN_SCH_Fuell_OK""";""
"   U     ""I_WZ_MIN_SCH_Fuell_OK""";"   U     ""I_WZ_MIN_SCH_Fuell_OK""";""
"      O     ""Kanal1"".E_M30              //-- M2/M30 aktiv";"      O     ""Kanal1"".E_M30              //-- M2/M30 aktiv";""
" Pumpe ist aus Zeit runterzählen   | M3/M4 Zeit unter 0 ";" Pumpe ist aus Zeit runterzählen   | M3/M4 Zeit unter 0 ";""
" Zeit  ";" Zeit  ";""
"--------------------------------------------------------------------------";"--------------------------------------------------------------------------";""
" Schritt 0 Grundstellung";" Schritt 0 Grundstellung";""
" lt. Festlegung Veitinger 15.6.05 Schmieren nur wenn M72/M7 aktiv";" lt. Festlegung Veitinger 15.6.05 Schmieren nur wenn M72/M7 aktiv";""
" Schritt 1 Schmierung einschalten und Warten bis Druck aufgebaut";" Schritt 1 Schmierung einschalten und Warten bis Druck aufgebaut";""
" Schritt 2 Schmieren";" Schritt 2 Schmieren";""
" Schritt 3 Schmierung aus";" Schritt 3 Schmierung aus";""
" Schritt 4 Zeit neu setzen";" Schritt 4 Zeit neu setzen";""
" Abfrage für Anwahl Nebelabscheider Volvo";" Abfrage für Anwahl Nebelabscheider Volvo";""
" Wenn Kabine auf, Nachlaufzeit starten ";" Wenn Kabine auf, Nachlaufzeit starten ";""
" ""M_FN_Kabine_ZU""";" ""M_FN_Kabine_ZU""";""
" MD in BCD wandeln und mit Zeitbasis";" MD in BCD wandeln und mit Zeitbasis";""
" verodern";" verodern";""
"""T_OENEAB_NachlZ""";"""T_OENEAB_NachlZ""";""
"""O_AL_NEBELABSCH_EIN""";"""O_AL_NEBELABSCH_EIN""";""
" Motorschutzschalter ";" Motorschutzschalter ";""
"""I_AL_NEG_MSS_NEBELABSCH""";"""I_AL_NEG_MSS_NEBELABSCH""";""
" Überwachung Nebelab";" Überwachung Nebelab";""
" ""I_AL_NEG_NEBELAB_FREI""";" ""I_AL_NEG_NEBELAB_FREI""";""
"""I_AL_NEBELABSCH_EIN""";"""I_AL_NEBELABSCH_EIN""";""
" anforderung entriegeln";" anforderung entriegeln";""
" KSA war aktiv";" KSA war aktiv";""
" Zeit starten";" Zeit starten";""
" U     ""O_AL_NEBELABSCH_EIN""";" U     ""O_AL_NEBELABSCH_EIN""";""
" Anwahl ATC-Zyklus";" Anwahl ATC-Zyklus";""
" Achse 1..5";" Achse 1..5";""
" Antriebssatz 1..8";" Antriebssatz 1..8";""
" Tool Overload in Maximum Load Monitoring Mode";" Tool Overload in Maximum Load Monitoring Mode";""
" Tool Overload in Feed Control Mode";" Tool Overload in Feed Control Mode";""
" Tool Broken";" Tool Broken";""
" Tool Worn";" Tool Worn";""
" Reaktion Einlesesperre --> Vorschubsperre";" Reaktion Einlesesperre --> Vorschubsperre";""
" Spindle/Tool Overload";" Spindle/Tool Overload";""
" Reaktion Makro Start (Rückzug)";" Reaktion Makro Start (Rückzug)";""
" Transfer der zusätzlichen Daten";" Transfer der zusätzlichen Daten";""
" Spindelleistung in mV";" Spindelleistung in mV";""
" Durchflussmenge Kühlmittel";" Durchflussmenge Kühlmittel";""
" Spindeldrehzahl in U/min";" Spindeldrehzahl in U/min";""
"      L     ""DB_TOOL_DATA"".Spindel_Ist_Drehzahl    //  ""DB_ACHSE6_SPINDEL"".E_SFunct";"      L     ""DB_TOOL_DATA"".Spindel_Ist_Drehzahl    //  ""DB_ACHSE6_SPINDEL"".E_SFunct";""
"      ABS   ";"      ABS   ";""
"      TRUNC ";"      TRUNC ";""
" Acknoledge signal";" Acknoledge signal";""
"    S     ""DI_GE_SPEZIFIKATION"".PLC_ACM_ACKNOWLEDGE_SIGN";"    S     ""DI_GE_SPEZIFIKATION"".PLC_ACM_ACKNOWLEDGE_SIGN";""
" ACM OFF Bit";" ACM OFF Bit";""
" External Flow Sensor Flag";" External Flow Sensor Flag";""
"Spindelleistungsüberwachung Volvo";"Spindelleistungsüberwachung Volvo";""
"Spindeldrehzahlüberwachung Volvo";"Spindeldrehzahlüberwachung Volvo";""
" max. Wert //27648";" max. Wert //27648";""
" default Wert";" default Wert";""
"      O     #io_FM_Span_St_3_CTRL";"      O     #io_FM_Span_St_3_CTRL";""
"      O     #io_FM_Span_St_4_CTRL";"      O     #io_FM_Span_St_4_CTRL";""
"      O     #io_FM_Span_St_1_HAWE";"      O     #io_FM_Span_St_1_HAWE";""
"      O     #io_FM_Span_St_2_HAWE";"      O     #io_FM_Span_St_2_HAWE";""
"      O     #io_FM_Span_St_3_HAWE";"      O     #io_FM_Span_St_3_HAWE";""
"      O     #io_FM_Span_St_4_HAWE";"      O     #io_FM_Span_St_4_HAWE";""
"VSS-Hauptachsen";"VSS-Hauptachsen";""
"falscher Optionscode";"falscher Optionscode";""
"generelle Spindelsperre";"generelle Spindelsperre";""
" für Anstiegsbegrenzung";" für Anstiegsbegrenzung";""
"KTY 2 Sensoren";"KTY 2 Sensoren";""
"PT100 1 Sensor";"PT100 1 Sensor";""
"PT100 2 Sensoren";"PT100 2 Sensoren";""
" neuen Messwert holen";" neuen Messwert holen";""
" KTY";" KTY";""
" PT100";" PT100";""
" 2. PT100";" 2. PT100";""
" 1. PT100";" 1. PT100";""
" 2. Geber =..................";" 2. Geber =..................";""
" ---------------------------------------";" ---------------------------------------";""
" Vergangenheit vorbelegen";" Vergangenheit vorbelegen";""
" USER_DATA_HEX[49]";" USER_DATA_HEX[49]";""
" Option abgewählt";" Option abgewählt";""
" Option gewählt";" Option gewählt";""
" Anstieg 1/10 Grad";" Anstieg 1/10 Grad";""
" Ausgabe";" Ausgabe";""
" ******* 2. Sensor betrachten ***********";" ******* 2. Sensor betrachten ***********";""
" Absprung";" Absprung";""
"sonst keine Glättungswerte";"sonst keine Glättungswerte";""
" nur 1 Sensor gewählt";" nur 1 Sensor gewählt";""
"> Wizard-Anzeige Spindel";"> Wizard-Anzeige Spindel";""
"> Wizard-Anzeige Sensor 2";"> Wizard-Anzeige Sensor 2";""
"      T     ""SERVICE_DB97"".SSPI.SPI_temp_Y_gespeichert    //> Wizard-Anzeige";"      T     ""SERVICE_DB97"".SSPI.SPI_temp_Y_gespeichert    //> Wizard-Anzeige";""
"Überlauf/Unterlauf";"Überlauf/Unterlauf";""
"Übersteuerbereich std.2135";"Übersteuerbereich std.2135";""
"std.2710";"std.2710";""
"Untersteuerbereich std.F682 ";"Untersteuerbereich std.F682 ";""
"std.F82F";"std.F82F";""
"Grenzwertvorgabe  [xy.z °C]";"Grenzwertvorgabe  [xy.z °C]";""
" /10 bei Standard /100 bei Klima";" /10 bei Standard /100 bei Klima";""
"bei 340ger durch 100 ";"bei 340ger durch 100 ";""
"      UN    ""WZB_MESSUNG_AUSGEFUEHRT""";"      UN    ""WZB_MESSUNG_AUSGEFUEHRT""";""
"      SPB   E042";"      SPB   E042";""
"      SET   ";"      SET   ";""
"      R     ""MX_WZB_Ov_0""";"      R     ""MX_WZB_Ov_0""";""
" -";" -";""
" Fehler aufgetreten und der Werkzeugwechsel ist fertig";" Fehler aufgetreten und der Werkzeugwechsel ist fertig";""
" Stop auslösen wenn MC=1 und OEM=1 oder 3";" Stop auslösen wenn MC=1 und OEM=1 oder 3";""
" Warnung wenn MC=2 oder OEM=2";" Warnung wenn MC=2 oder OEM=2";""
" Nein => Schritt 1";" Nein => Schritt 1";""
" ohne Steuerspannung gehts nicht weiter";" ohne Steuerspannung gehts nicht weiter";""
" Ablöschen Übergabe WZ ist gebrochen";" Ablöschen Übergabe WZ ist gebrochen";""
" Erste Messung";" Erste Messung";""
" Zweite Messung";" Zweite Messung";""
" Nein => Schritt 2";" Nein => Schritt 2";""
" Nein => Schritt 3";" Nein => Schritt 3";""
" Nein => Schritt 4";" Nein => Schritt 4";""
" Fehlerauswertung Zahl = 0";" Fehlerauswertung Zahl = 0";""
" Fehler im ext Gerät";" Fehler im ext Gerät";""
"2253";"2253";""
"""MX_SKR_WZB_ANF""";"""MX_SKR_WZB_ANF""";""
" erste Messung                                                                           ";" erste Messung                                                                           ";""
" bei der ersten Messung wird";" bei der ersten Messung wird";""
" der gemessene Wert in Greifer-Länge abgelegt";" der gemessene Wert in Greifer-Länge abgelegt";""
" zweite Messung";" zweite Messung";""
" Werkzeug kleiner gleich als bei erster Messung";" Werkzeug kleiner gleich als bei erster Messung";""
" Überprüfung ob Toleranz überschritten wird";" Überprüfung ob Toleranz überschritten wird";""
" Werkzeug groesser als bei erster Messung";" Werkzeug groesser als bei erster Messung";""
" WZ in der Tabelle sperren";" WZ in der Tabelle sperren";""
"WzBruchKtrl.Auftrag und WzBLänge nur bei Wz ablegen reset (slh,6.2.2007)";"WzBruchKtrl.Auftrag und WzBLänge nur bei Wz ablegen reset (slh,6.2.2007)";""
" Nein => Schritt 6";" Nein => Schritt 6";""
" Nein => Schritt 7";" Nein => Schritt 7";""
" -- Schritt 7 ----------------------------------------------------------------";" -- Schritt 7 ----------------------------------------------------------------";""
" Schritt 7 ?";" Schritt 7 ?";""
" Nein => Schritt 8";" Nein => Schritt 8";""
" -- Schritt 8 ----------------------------------------------------------------";" -- Schritt 8 ----------------------------------------------------------------";""
